,competitor_name,country,lazada_sku,product_name_lazada,used_refurbished_lazada,product_bundle_lazada,product_url_lazada,retail_marketplace,product_views,competitor_id,used_refurbished_competitor,product_name_competitor,category_path,brand,list_price_competitor,promo_price_competitor,currency,variant_information,discount_savings,stock_information,rating,reviews,seller_name,product_description,specification,warranty,store_location,shipping_location_1,shipping_information_1,shipping_location_2,shipping_information_2,other_details_seller_rating,other_details_seller_reputation,other_details_product_condition,product_url_competitor,image_url_competitor,product_bundle_competitor,match,promotion_1,promotion_2,products_sold,transaction,avg_quality_rating_and_review,avg_accuracy_rating_and_review,total_transaction,list_price_lazada,promo_price_lazada,score,reason,file_type,cat_level_1,cat_level_4,similarity,input_product_name,input_brand_name,input_product_url,input_venture,input_sku,input_retail_marketplace,input_crossborder,input_color,input_warranty_type,input_currency,input_cat_level_1,input_cat_level_2,input_image_url,input_business_type,input_category,input_description,input_product_name_en,input_brand,input_model_name,input_product_measures,input_warranty_period,input_product_description,input_cat_level_3,input_cat_level_4,warning,warning_code,error
9,Tiki VN,Vietnam,305076461_VNAMZ-487964825,Thùng 48 hộp Sữa chua ăn Vinamilk ít đường 100g Yaourt,,,https://www.lazada.vn/products/-i305076461-s487964825.html,,17.0,,,Thùng 12 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Ít Đường (1L),Bách Hóa Online > Sữa và các Sản phẩm từ sữa > Sữa nước > Sữa tiệt trùng (UHT),Vinamilk,455000,455000,VND,,,out of stock,4.7,17.0,Shop Sữa Hà Phương,"Thùng 12 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Ít Đường (1L) với thành phần tự nhiên đem đến hương vị thơm ngon cũng như cung cấp các dưỡng chất thiết yếu cho sự phát triển trí lực và thể chất của cả gia đình.Uống sữa mỗi ngày giúp tăng cường hệ miễn dịch, đạt tới chuẩn khuyến cáo dinh dưỡng và phát triển khỏe mạnh.Được sản xuất theo dây chuyền công nghệ hiện đại, đảm bảo tiêu chuẩn an toàn vệ sinh thực phẩm.MẪU BAO BÌ THAY ĐỔI THEO TỪNG ĐỢT NHẬP HÀNG.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",Thùng 12 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Ít Đường (1L) với thành phần tự nhiên đem đến hương vị thơm ngon cũng như cung cấp các dưỡng chất thiết yếu cho sự phát triển trí lực và thể chất của cả ...,, ,,,,,,,,https://tiki.vn/thung-12-hop-sua-tuoi-tiet-trung-vinamilk-100-it-duong-1l-p21969628.html?spid=53135829,"[""https://salt.tikicdn.com/cache/w1200/ts/product/74/88/00/1a5a4c064ed6bb437d9a7fe0fca3057d.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/82/87/e1/8f0351ecb51d8d6588d429d1ec485fdf.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/e6/0b/60/067ad3375e6bc4cfafde45a87bb5f805.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/ec/d4/7b/22b7849ae9600c603ee026a229e9044c.png""]",,,,,82,,4.7,,,,,,,,,,65,Thùng 48 hộp Sữa chua ăn Vinamilk ít đường 100g Yaourt,Vinamilk,https://www.lazada.vn/products/-i305076461-s487964825.html,VN,305076461_VNAMZ-487964825,Marketplace,Non-Crossborder,White,No Warranty,VND,Groceries,Dairy & Chilled,https://vn-live.slatic.net/p/a1e2c7e43b5695713988ba485cafd7ea.png,LazMall,,,,,,,,Sữa chua ăn Vinamilk ít đường 100g YaourtQuy cách thùng: 12 vỉ/thùngHương vị thơm ngon tinh khiết và giàu dưỡng chấtSản phẩm dàn,Yoghurt,Natural Yoghurt,"Validation warnings:
discount_savings: discarded corrupted value (expected type: number)
",validation,
11,Tiki VN,Vietnam,2583500030_VNAMZ-12591861767,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,,,https://www.lazada.vn/products/-i2583500030-s12591861767.html,,2.0,,,Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40ml),Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Serum > Serum trị mụn và phục hồi,Eucerin,490000,367000,VND,,123000.0,out of stock,4.5,2.0,HEALTHY SKINCARE,"Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40 ml) Pro ACNE Solution A.I. Clearing Treatment với công thức đặc biệt giúp giảm mụn trứng cá, mụn mủ và làm mờ sẹo mụn. Tinh chất Eucerin Pro ACNE Solution A.I. Clearing Treatment phù hợp cho mọi trường hợp bị mụn trứng cá, từ mức độ nhẹ đến vừa.Phức hợp 10% Hydroxy Complex chứa các axit Glycolic Acid, Salicylic Acid và Polyhydroxy Acid giúp tái tạo bề mặt da, thông tắc lỗ chân lông, giảm vi khuẩn, loại bỏ tế bào da chết và ngăn mụn mới hình thành, mờ thâm.Công thức Licochalcone A được chứng minh khả năng giảm viêm và xoa dịu kích ứng. Pro ACNE Solution A.I. Clearing Treatment bắt đầu cải thiện làn da sau 1 tuần.*Có thể dùng trong giai đoạn mang thai.**Không nên dùng cho trường hợp đang dùng thuốc điều trị mụn trứng cá.Đặc tính: không gây bít tắc lỗ chân lông, không nhờn dính, mùi thơm dịu nhẹ.Thành phần chính:Hydroxy KomplexLicochalcone A: xoa dịu da viêm và kích ứng, giảm đỏ daThành phần: Aqua, Glycolic Acid, Dimethicone, Glycerin, Cetearyl Alcohol, Glyceryl Stearate, Sodium Hydroxide, Gluconolactone, PEG-40 Stearate, Salicylic Acid, PEG-150 Distearate, Glycyrrhiza Inflata Root Extract, Panthenol, Xanthan Gum, Trisodium EDTA, Phenoxyethanol, Parfum.Cách dùng  A.I. Clearing Treatment:Sử dụng một lần mỗi ngày. Nên dùng buổi tối trước khi ngủ.Rửa mặt sạch rồi nhẹ nhàng thoa một lượng nhỏ (bằng hạt đậu) thật đều lên da.Mát-xa nhẹ nhàng cho tinh chất thấm vào da.Nên kết hợp dùng thêm Kem dưỡng kiềm dầu Eucerin Pro ACNE Solution A.I. Matt FluidTránh tiếp xúc với mắt.***Nên thử thoa một lượng nhỏ lên da.  Da có thể nhói hoặc rát nhẹ nhưng nếu có phản ứng mạnh hơn, bạn nên tham khảo ý kiến bác sĩ da liễu hoặc dược sĩ.****Sản phẩm chứa Alpha Hydroxy Acid có thể làm tăng độ nhạy cảm của da đối với ánh nắng và tăng nguy cơ cháy nắng. Vì vậy, nên hạn chế tiếp xúc với ánh nắng trong thời gian sử dụng sản phẩm. Nên thoa kem chống nắng  để bảo vệ da khỏi ánh nắng.Dung tích: 40 mlXuất xứ: Eucerin – ĐứcMẫu mã bao bì có thể thay đổi tùy theo lô sản xuấtGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40 ml) Pro ACNE Solution A.I. Clearing Treatment với công thức đặc biệt giúp giảm mụn trứng cá, mụn mủ và làm mờ sẹo mụn. Ti...",, ,,,,,,,,https://tiki.vn/tinh-chat-danh-cho-da-mun-eucerin-pro-acne-solution-ai-clearing-treatment-40ml-p3871911.html?spid=21023475,"[""https://salt.tikicdn.com/cache/w1200/ts/product/20/68/e7/6ecc9e837d2fd9806581b39148e248d2.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/1d/e9/89/1f67a03f6700329a8b67ddfe8fd20e67.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/3f/6d/92/b758f4eecb3a7341960926f78ae84328.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/15/2b/f3/e40cd926341f57bc823fe96a71ce63db.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/ca/ec/97/8da2f264f72fa2a27a468518bb437d17.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/31/3a/b1/aedec404aa6287125d42a157cb639dd4.png""]",,,,,17,,4.5,,,,,,,,,,73,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,Eucerin,https://www.lazada.vn/products/-i2583500030-s12591861767.html,VN,2583500030_VNAMZ-12591861767,Marketplace,Non-Crossborder,,,VND,Beauty,Skin Care,https://vn-live.slatic.net/p/de0e0c930ccc5bfac50faa7b5b83e53f.jpg,LazMall,,,,,,,,,Serum & Essence,,,,
12,Tiki VN,Vietnam,2583500030_VNAMZ-12591861767,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,,,https://www.lazada.vn/products/-i2583500030-s12591861767.html,,13.0,,,Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40ml),Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Serum > Serum trị mụn và phục hồi,Eucerin,490000,367000,VND,,123000.0,out of stock,4.8,13.0,PICARE VIET NAM,"Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40 ml) Pro ACNE Solution A.I. Clearing Treatment với công thức đặc biệt giúp giảm mụn trứng cá, mụn mủ và làm mờ sẹo mụn. Tinh chất Eucerin Pro ACNE Solution A.I. Clearing Treatment phù hợp cho mọi trường hợp bị mụn trứng cá, từ mức độ nhẹ đến vừa.Phức hợp 10% Hydroxy Complex chứa các axit Glycolic Acid, Salicylic Acid và Polyhydroxy Acid giúp tái tạo bề mặt da, thông tắc lỗ chân lông, giảm vi khuẩn, loại bỏ tế bào da chết và ngăn mụn mới hình thành, mờ thâm.Công thức Licochalcone A được chứng minh khả năng giảm viêm và xoa dịu kích ứng. Pro ACNE Solution A.I. Clearing Treatment bắt đầu cải thiện làn da sau 1 tuần.*Có thể dùng trong giai đoạn mang thai.**Không nên dùng cho trường hợp đang dùng thuốc điều trị mụn trứng cá.Đặc tính: không gây bít tắc lỗ chân lông, không nhờn dính, mùi thơm dịu nhẹ.Thành phần chính:Hydroxy KomplexLicochalcone A: xoa dịu da viêm và kích ứng, giảm đỏ daThành phần: Aqua, Glycolic Acid, Dimethicone, Glycerin, Cetearyl Alcohol, Glyceryl Stearate, Sodium Hydroxide, Gluconolactone, PEG-40 Stearate, Salicylic Acid, PEG-150 Distearate, Glycyrrhiza Inflata Root Extract, Panthenol, Xanthan Gum, Trisodium EDTA, Phenoxyethanol, Parfum.Cách dùng  A.I. Clearing Treatment:Sử dụng một lần mỗi ngày. Nên dùng buổi tối trước khi ngủ.Rửa mặt sạch rồi nhẹ nhàng thoa một lượng nhỏ (bằng hạt đậu) thật đều lên da.Mát-xa nhẹ nhàng cho tinh chất thấm vào da.Nên kết hợp dùng thêm Kem dưỡng kiềm dầu Eucerin Pro ACNE Solution A.I. Matt FluidTránh tiếp xúc với mắt.***Nên thử thoa một lượng nhỏ lên da.  Da có thể nhói hoặc rát nhẹ nhưng nếu có phản ứng mạnh hơn, bạn nên tham khảo ý kiến bác sĩ da liễu hoặc dược sĩ.****Sản phẩm chứa Alpha Hydroxy Acid có thể làm tăng độ nhạy cảm của da đối với ánh nắng và tăng nguy cơ cháy nắng. Vì vậy, nên hạn chế tiếp xúc với ánh nắng trong thời gian sử dụng sản phẩm. Nên thoa kem chống nắng  để bảo vệ da khỏi ánh nắng.Dung tích: 40 mlXuất xứ: Eucerin – ĐứcGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Tinh Chất Dành Cho Da Mụn Eucerin Pro ACNE Solution AI Clearing Treatment (40 ml) Pro ACNE Solution A.I. Clearing Treatment với công thức đặc biệt giúp giảm mụn trứng cá, mụn mủ và làm mờ sẹo mụn. Ti...",, ,,,,,,,,https://tiki.vn/tinh-chat-danh-cho-da-mun-eucerin-pro-acne-solution-ai-clearing-treatment-40ml-p3871911.html?spid=12302615,"[""https://salt.tikicdn.com/cache/w1200/ts/product/29/cb/8b/b4b732f80863cf2ff56cb4f0079fba6c.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/1d/e9/89/4a6f559b863b8872f3748d753fedbbd6.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/3f/6d/92/b758f4eecb3a7341960926f78ae84328.jpg""]",,,,,93,,4.8,,,,,,,,,,73,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,Eucerin,https://www.lazada.vn/products/-i2583500030-s12591861767.html,VN,2583500030_VNAMZ-12591861767,Marketplace,Non-Crossborder,,,VND,Beauty,Skin Care,https://vn-live.slatic.net/p/de0e0c930ccc5bfac50faa7b5b83e53f.jpg,LazMall,,,,,,,,,Serum & Essence,,,,
13,Tiki VN,Vietnam,2583500030_VNAMZ-12591861767,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,,,https://www.lazada.vn/products/-i2583500030-s12591861767.html,,,,,Tinh chất giảm thâm & dưỡng sáng cho da mụn Eucerin Pro Acne Triple Effect Serum 40ml,Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Serum > Serum dưỡng trắng,Eucerin,649000,486000,VND,,163000.0,out of stock,,,HEALTHY SKINCARE,"EUCERIN ACNE-OIL CONTROL PRO ACNE SOLUTION ANTI-ACNE MARKTinh chất giúp giảm thâm mụn và dưỡng sáng da Eucerin Acne-Oil Control Pro Acne Solution Anti-Acne Mark️Dòng sản phẩm: Pro Acne . Thành Phần Chính và Công Dụng:Tinh chất giúp giảm thâm mụn và dưỡng sáng da đầu tiên của Eucerin hiệu quả sau 2 tuần, đồng thời giúp kiểm soát nhờn , ngăn ngừa lỗ chân lông bít tắc giúp ngăn ngừa mụn . Thành phần chính️Salicylic Acid : làm tróc vẩy tế bào, tiêu sừng ,tiêu nhân mụn kích thích tái tạo ra️Thiamidol : giảm thâm mụn , dưỡng sáng da️ Lichochalcone A : giúp kháng viêm , giảm đỏ và làm dịu da️L- Carnitine : kiểm soát nhờnĐối tượng sử dụng:- Phù hợp cho da hỗn hợp – da nhờn , da bị mụn trứng cá. Quan tâm điều trị vết thâm mụn và dưỡng sáng da . - Phù hợp với trường hợp mụn từ nhẹ đến vừa- Không sử dụng cho trẻ em dưới 12 tuổi.- Không sử dụng trên nốt mụn sưng viêm nặng và không sử dụng các sản phẩm có chứa Thiamidol khác Hướng Dẫn Sử Dụng:- Nên sử dụng sản phẩm 2 lần/ ngày (sáng và tối), sau bước làm sạch- Nên thực hiện đầy đủ chu trình chăm da bao gồm:Bước 1: Tẩy trang, Làm sạch da bằng sữa rửa mặtBước 2: Cân bằng da với nước hoa hồngBước 3: Lấy 1 lượng sản phẩm Eucerin Acne-Oil Control Pro Acne Solution Anti-Acne Mark thoa đều khắp mặtBước 4: Khóa các dưỡng chất từ serum bằng kem dưỡng. Khuyến nghị kết hợp với Pro Acne Day Bright Mattifying SPF 30 50ml giúp mang lại hiệu quả tối ưu hơn.Bước 5: Bảo vệ da bằng kem chống nắng. Điều kiện bảo quản:- Tránh xa tầm tay trẻ em. Bảo quản nơi khô ráo, tránh nhiệt độ cao và ánh nắng trực tiếp. Hạn sử dụng:- 36 tháng kể từ ngày sản xuất- Ngày sản xuất: xem trên bao bì sản phẩm Thông tin thương hiệu:- Thương hiệu EUCERIN thuộc tập đoàn Beiersdorf- Xuất xứ thương hiệu: Đức- Sản xuất tại: ÝGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",EUCERIN ACNE-OIL CONTROL PRO ACNE SOLUTION ANTI-ACNE MARKTinh chất giúp giảm thâm mụn và dưỡng sáng da Eucerin Acne-Oil Control Pro Acne Solution Anti-Acne Mark️Dòng sản phẩm: Pro Acne . Thành Ph...,, ,,,,,,,,https://tiki.vn/tinh-chat-giam-tham-duong-sang-cho-da-mun-eucerin-pro-acne-triple-effect-serum-40ml-p155091429.html?spid=183030757,"[""https://salt.tikicdn.com/cache/w1200/ts/product/0a/35/5d/c75478e6f1cc3ccc2ee01707b2702837.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/09/be/02/337483d4581d5684f8139971d08fcdd8.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/25/b8/8d/58868202a54dcc0719c960fd0251c8e4.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/69/da/9a/b2ca9b8bada835b864dc34c0bb9b6407.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/81/a3/84/c310468f665f14009dd041fbd62eb00d.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/fb/14/57/9bdfdb55163ecd6edf2d33f97a71e281.png""]",,,,,10,,,,,,,,,,,,74,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,Eucerin,https://www.lazada.vn/products/-i2583500030-s12591861767.html,VN,2583500030_VNAMZ-12591861767,Marketplace,Non-Crossborder,,,VND,Beauty,Skin Care,https://vn-live.slatic.net/p/de0e0c930ccc5bfac50faa7b5b83e53f.jpg,LazMall,,,,,,,,,Serum & Essence,,,,
15,Tiki VN,Vietnam,2583500030_VNAMZ-12591861767,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,,,https://www.lazada.vn/products/-i2583500030-s12591861767.html,,1.0,,,Tinh chất thu nhỏ lỗ chân lông & giảm mụn Eucerin Pro Acne Poreless Serum 30ml,Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Serum > Serum trị mụn và phục hồi,Eucerin,285000,285000,VND,,,out of stock,5.0,1.0,BEAUTY CARE STORE,"Tinh Chất Cho Da Mụn Eucerin Poreless Solution Giúp Giảm Mụn Và Thu Nhỏ Lỗ Chân Lông 30mlThành Phần Chính Và Công Dụng: Phù hợp với da mụn, da nhạy cảm và dễ nổi mụn. Giúp giảm mụn và thâm mụn chỉ sau 1 tuần. Đồng thời sản phầm giúp thu nhỏ lỗ chân lông. Nhờ đó kết cấu da được phục hồi & ngăn ngừa mụn mới.Hướng Dẫn Sử Dụng:Sử dụng 1-2 lần/ngày vào mỗi sáng và/hoặc tối sau bước làm sạch da.Hạn sử dụng: 36 tháng - Xem trên bao bì sản phẩmThông tin thương hiệu:- Thương hiệu EUCERIN thuộc tập đoàn BeiersdorfXuất xứ thương hiệu: Đức Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Tinh Chất Cho Da Mụn Eucerin Poreless Solution Giúp Giảm Mụn Và Thu Nhỏ Lỗ Chân Lông 30mlThành Phần Chính Và Công Dụng: Phù hợp với da mụn, da nhạy cảm và dễ nổi mụn. Giúp giảm mụn và thâm mụn chỉ s...",, ,,,,,,,,https://tiki.vn/tinh-chat-thu-nho-lo-chan-long-giam-mun-eucerin-pro-acne-poreless-serum-30ml-p91135905.html?spid=206846403,"[""https://salt.tikicdn.com/cache/w1200/ts/product/26/5c/e1/5f9a75e213535fa723b138634e5d1fce.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/32/4d/b9/30157c7c657708a600b5c8e3f0abea01.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/3a/0b/a6/fc9c0629d2ca3c26a464c2afbb631d1b.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/79/1d/20/b64ef60bdd844217ed28ce6636c15e73.png""]",,,,,6,,5.0,,,,,,,,,,70,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,Eucerin,https://www.lazada.vn/products/-i2583500030-s12591861767.html,VN,2583500030_VNAMZ-12591861767,Marketplace,Non-Crossborder,,,VND,Beauty,Skin Care,https://vn-live.slatic.net/p/de0e0c930ccc5bfac50faa7b5b83e53f.jpg,LazMall,,,,,,,,,Serum & Essence,,"Validation warnings:
discount_savings: discarded corrupted value (expected type: number)
",validation,
16,Tiki VN,Vietnam,2583500030_VNAMZ-12591861767,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,,,https://www.lazada.vn/products/-i2583500030-s12591861767.html,,,,,Tinh Chất Giúp Giảm Thâm Mụn Dưỡng Sáng Da Eucerin Acne-Oil Control Pro Acne Solution Anti-Acne Mark 40ml ,Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Serum > Serum trị mụn và phục hồi,Eucerin,649000,486000,VND,,163000.0,out of stock,,,HEALTHY SKINCARE,"1. Công Dụng:- Tinh chất giúp giảm thâm mụn và dưỡng sáng da đầu tiên của Eucerin hiệu quả sau 2 tuần, đồng thời giúp kiểm soát nhờn , ngăn ngừa lỗ chân lông bít tắc giúp ngăn ngừa mụn .  2. Thành phần:️Salicylic Acid : Làm tróc vẩy tế bào, tiêu sừng ,tiêu nhân mụn kích thích tái tạo ra️Thiamidol : Giảm thâm mụn , dưỡng sáng da️ Lichochalcone A : Giúp giảm viêm , giảm đỏ và làm dịu da️L- Carnitine : Kiểm soát nhờnĐối tượng sử dụng:- Phù hợp cho da hỗn hợp – da nhờn , da bị mụn trứng cá. Quan tâm giảm vết thâm mụn và dưỡng sáng da .- Phù hợp với trường hợp mụn từ nhẹ đến vừa- Không sử dụng cho trẻ em dưới 12 tuổi.- Không sử dụng trên nốt mụn sưng viêm nặng và không sử dụng các sản phẩm có chứa Thiamidol khác  3. Hướng Dẫn Sử Dụng:- Nên sử dụng sản phẩm 2 lần/ ngày (sáng và tối), sau bước làm sạch- Nên thực hiện đầy đủ chu trình chăm da bao gồm:Bước 1: Tẩy trang, Làm sạch da bằng sữa rửa mặtBước 2: Cân bằng da với nước hoa hồngBước 3: Lấy 1 lượng sản phẩm Eucerin Acne-Oil Control Pro Acne Solution Anti-Acne Mark thoa đều khắp mặtBước 4: Khóa các dưỡng chất từ serum bằng kem dưỡng. Khuyến nghị kết hợp với Pro Acne Day Bright Mattifying SPF 30 50ml giúp mang lại hiệu quả tối ưu hơn.Bước 5: Bảo vệ da bằng kem chống nắng. 4. Bảo quản:- Tránh xa tầm tay trẻ em. Bảo quản nơi khô ráo, tránh nhiệt độ cao và ánh nắng trực tiếp.  Xuất xứ thương hiệu: Sản phẩm của Beiersdorf AG, Hamburg (Đức)Sản xuất tại: Ý theo Li-xăng BDF AG, Hamburg Đức. ( Tùy lô hàng hãng nhập về VN )Nhập khẩu bởi: Công ty Beiersdorf Việt NamChịu trách nhiệm đưa ra thị trường: Công ty TNHH DKSH Việt Nam.***Mẫu mã bao bì có thể thay đổi theo qui định của hãng.Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","1. Công Dụng:- Tinh chất giúp giảm thâm mụn và dưỡng sáng da đầu tiên của Eucerin hiệu quả sau 2 tuần, đồng thời giúp kiểm soát nhờn , ngăn ngừa lỗ chân lông bít tắc giúp ngăn ngừa mụn .  2. ...",, ,,,,,,,,https://tiki.vn/tinh-chat-giup-giam-tham-mun-duong-sang-da-eucerin-acne-oil-control-pro-acne-solution-anti-acne-mark-40ml-p248422266.html?spid=248422267,"[""https://salt.tikicdn.com/cache/w1200/ts/product/33/8c/4c/7e260d50bd9574b6288f70682acb88fb.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/e9/5b/cb/1c927d5c52a39e30379ff44454fb4fd3.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/f3/c2/05/11104be850a32650df2d3f1ba32442ed.jpg""]",,,,, ,,,,,,,,,,,,60,Tinh chất dưỡng cho da mụn Eucerin Pro Acne SOS Serum 40ml/10ml,Eucerin,https://www.lazada.vn/products/-i2583500030-s12591861767.html,VN,2583500030_VNAMZ-12591861767,Marketplace,Non-Crossborder,,,VND,Beauty,Skin Care,https://vn-live.slatic.net/p/de0e0c930ccc5bfac50faa7b5b83e53f.jpg,LazMall,,,,,,,,,Serum & Essence,,,,
