,competitor_name,country,lazada_sku,product_name_lazada,used_refurbished_lazada,product_bundle_lazada,product_url_lazada,retail_marketplace,product_views,competitor_id,used_refurbished_competitor,product_name_competitor,category_path,brand,list_price_competitor,promo_price_competitor,currency,variant_information,discount_savings,stock_information,rating,reviews,seller_name,product_description,specification,warranty,store_location,shipping_location_1,shipping_information_1,shipping_location_2,shipping_information_2,other_details_seller_rating,other_details_seller_reputation,other_details_product_condition,product_url_competitor,image_url_competitor,product_bundle_competitor,match,promotion_1,promotion_2,products_sold,transaction,avg_quality_rating_and_review,avg_accuracy_rating_and_review,total_transaction,list_price_lazada,promo_price_lazada,score,reason,file_type,cat_level_1,cat_level_4,similarity,input_product_name,input_brand_name,input_product_url,input_venture,input_sku,input_retail_marketplace,input_crossborder,input_color,input_warranty_type,input_currency,input_product_description,input_cat_level_1,input_cat_level_2,input_cat_level_3,input_image_url,input_business_type,input_category,input_description,input_product_name_en,input_brand,input_model_name,input_product_measures,input_warranty_period,input_cat_level_4,warning,warning_code,error
1,Tiki VN,Vietnam,1511968393_VNAMZ-12296041450,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,,,https://www.lazada.vn/products/-i1511968393-s12296041450.html,,933.0,,,"[Nhập Coupon giảm ngay 50K]Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm, Chải Sạch Mảng Bám Tới 10X - Trắng Sáng",Làm Đẹp - Sức Khỏe > Chăm sóc răng miệng > Bàn chải đánh răng > Bàn chải điện > Thân bàn chải điện > Bàn chải điện sóng âm,P/S,1276370,830000,VND,,446370.0,in stock,4.7,933.0,Tiki Trading,"Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọt - Microbubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng thông minh, giúp chải răng đúng và đủ 2 phút theo khuyến nghị của nha sĩ3 chế độ chải răng linh hoạt: Sạch Sâu, Chăm Sóc Nướu, Trắng răng30 ngày sử dụng chỉ với 1 lần sạc. Cổng sạc USB tiện lợi, dễ dàng cắm sạc ở bất cứ đâu100% chống nước - đạt tiêu chuẩn IPX7Hướng dẫn sử dụngGắn đầu chải khớp với phần thân chảiĐặt đầu chải nghiêng gốc 45 độ so với viền nướu và chọn chế độ chảiChải trong 2 phút. Sau mỗi 30 giây, bàn chải sẽ tạm ngừng rung để bạn di chuyển sang vị trí khác trong khoang miệngGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọt - Microbubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng ...",, ,,,,,,,,https://tiki.vn/ban-chai-dien-p-s-s100-pro-cong-nghe-song-am-chai-sach-mang-bam-toi-10x-trang-sang-p121485349.html?spid=121485351,"[""https://salt.tikicdn.com/cache/w1200/ts/product/1c/d4/59/d6b36ba4e133dcf09f11391a7ddc367d.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/86/f3/1b/d0f0bd5fbdaf222e9b54a3469e227340.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/63/22/45/442ce3f2a518a76fa94152db5c1cdf44.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/24/d2/34/159a8880c8648bc7255f1a86ede65e3f.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/dd/b2/3e/b535c6d8d54f0dd0dc81021f1f79f019.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/66/5f/82/af0e0e7691ac56611a748b3c972fe3c7.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/c4/e3/d4/65d82c300ede19cfbfcbdd42eb8e7850.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/9e/68/9e/d9235fdda990bf32624e126a91c9ea56.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/fa/9d/66/870ae8b8989be9a55b44250c01246766.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/8d/20/3b/0fbb9ea01f062e32ca2299fbf4efa4d3.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/4a/b8/b8/8d604a49cd8519fcfb7f1b4453d5691b.png""]",,,,,4049,,4.7,,,,,,,,,,78,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,P/S,https://www.lazada.vn/products/-i1511968393-s12296041450.html,VN,1511968393_VNAMZ-12296041450,Marketplace,Non-Crossborder,Gold,No Warranty,VND,Giúp làm sạch mảng bám tới 10 lần so với bàn chải thông thường.Sạch hiệu quả mà vẫn dịu nhẹ cho nướu.Cơ chế chải răng thông minh,Small Appliances,Personal Care Appliances,Electric Toothbrushes,https://filebroker-cdn.lazada.vn/kf/Se167eadd047f4af49dd2b46c4152aa2eX.jpg,LazMall,,,,,,,,,,,
2,Tiki VN,Vietnam,1511968393_VNAMZ-12296041450,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,,,https://www.lazada.vn/products/-i1511968393-s12296041450.html,,1902.0,,,Bàn Chải Điện P/S S100 PRO Trắng Răng Công Nghệ Sóng Âm Đen Nhám Chải Sạch Mảng Bám Tới 10X 1 Bộ,Làm Đẹp - Sức Khỏe > Chăm sóc răng miệng > Bàn chải đánh răng > Bàn chải điện > Thân bàn chải điện > Bàn chải điện sóng âm,P/S,1276370,830000,VND,,446370.0,in stock,4.7,1902.0,Tiki Trading,"Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọtMicrobubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng thông minh, giúp chải răng đúng và đủ 2 phút theo khuyến nghị của nha sĩ3 chế độ chải răng linh hoạt: Sạch Sâu, Chăm Sóc Nướu, Trắng răng30 ngày sử dụng chỉ với 1 lần sạcCổng sạc USB tiện lợi, dễ dàng cắm sạc ở bất cứ đâuBàn chải PS 100% chống nước - đạt tiêu chuẩn IPX7Hướng dẫn sử dụngGắn đầu chải khớp với phần thân chảiĐặt đầu chải nghiêng gốc 45 độ so với viền nướu và chọn chế độ chảiChải trong 2 phút. Sau mỗi 30 giây, bàn chải sẽ tạm ngừng rung để bạn di chuyển sang vị trí khác trong khoang miệngGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọtMicrobubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng th...",, ,,,,,,,,https://tiki.vn/ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346.html?spid=121485348,"[""https://salt.tikicdn.com/cache/w1200/ts/product/7e/c4/a5/926cae315bcb9df71516fbfe8be5b2b5.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/b3/08/ce/35997262ddff8e65c2bb799d3ebefc0a.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/8d/fd/ce/e6adaf6f323014051d9bb50826ea8142.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/df/c4/1e/8ce9be86c9a84de44f06d85b7ba5d2e4.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/6d/a8/c2/1b1126b84639ed02f412c518ff180631.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/ef/94/47/c6155141607572b46f8af874a7d0ab79.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/6f/63/10/b3f270288a1c599632c3092523589be9.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/14/84/f3/f0eb1b3363cc72166baabef80ddb126d.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/89/a1/3f/0ea0734c4bf24dffacb6469185e45d9c.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/74/b9/bf/2fd7fb10b8282a0300f0d7512f533277.jpg""]",,,,,8611,,4.7,,,,,,,,,,85,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,P/S,https://www.lazada.vn/products/-i1511968393-s12296041450.html,VN,1511968393_VNAMZ-12296041450,Marketplace,Non-Crossborder,Gold,No Warranty,VND,Giúp làm sạch mảng bám tới 10 lần so với bàn chải thông thường.Sạch hiệu quả mà vẫn dịu nhẹ cho nướu.Cơ chế chải răng thông minh,Small Appliances,Personal Care Appliances,Electric Toothbrushes,https://filebroker-cdn.lazada.vn/kf/Se167eadd047f4af49dd2b46c4152aa2eX.jpg,LazMall,,,,,,,,,,,
11,Tiki VN,Vietnam,AN537HBAAL9M99VNAMZ-44881434,[0H-2H 5.5 | QUÀ 750K] Kem chống nắng dạng sữa dưỡng da dịu nhẹ cho da nhạy cảm và trẻ em ANESSA Perfect UV Sunscreen Mild Milk SPF 50+ PA++++ 60ml,,,https://www.lazada.vn/products/-i159811648-s172772409.html,,2.0,,,Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em Anessa Perfect UV Sunscreen Mild Milk For Sensitive Skin SPF 50+ PA++++ 60ml,Làm Đẹp - Sức Khỏe > Chăm sóc da mặt > Kem chống nắng,ANESSA,715000,608000,VND,,107000.0,in stock,4.5,2.0,Tiki Trading,"Sữa chống nắng dịu nhẹ cho da nhạy cảm và trẻ em Anessa SPF 50+ PA++++ 60ml giúp dưỡng da và bảo vệ da tối đa với thành phần tiêu chuẩn 5 không, dịu nhẹ và an toàn với làn da nhạy cảm nhất. Công nghệ Aqua Booster chống trôi trong nước và mồ hôi, bảo vệ toàn diện cho da kể cả khi bạn phải vận động, vui chơi nhiều ở ngoài trời và dưới nước. Sữa chống nắng rất thích hợp dùng cho cả mẹ và bé.Sữa chống nắng dịu nhẹ ANESSA Mild Milk SPF50+ PA++++ bán chạy số 1 Nhật Bản. Phiên bản mới với bao bì giấy thân thiện hơn với môi trường.THÔNG TIN SẢN PHẨMCông dụng- Công thức không chứa cồn/màu/mùi/paraben/dầu khoáng dịu lành cho da nhạy cảm & da trẻ nhỏ từ 3 tháng tuổi.- Công Nghệ Smooth Protect Air giúp thu nhỏ kích thước & trọng lượng của các phân tử chống tia UV thành kích thước nano siêu nhỏ, cho mỏng nhẹ hơn, giảm tối đa tình trạng bết dính, hạn chế áp lực lên làn da nhạy cảm nhưng vẫn đảm bảo khả năng chống tia UVA/B và bụi ô nhiễm thật ưu việt!- Hiệu quả dưỡng ẩm đến 4H nhờ các chiết xuất dưỡng da lành tính từ thiên nhiên giúp da khỏe đẹp, ngăn ngừa các tình trạng khô da, bong tróc.- Kết cấu sữa: Mỏng nhẹ, thấm nhanh, kiềm dầu, không để lại vệt trắng.- Chống bụi mịn PM2.5.- Chống trôi do ma sát- Có thể làm sạch với xà phòng mà không cần dùng tẩy trang.*Phù hợp cho da nhạy cảm & da trẻ em từ 3 tháng tuổi, da thiên dầu Hướng dẫn sử dụng• Lắc thật kỹ trước khi sử dụng• Dùng sau bước dưỡng da buổi sáng, lấy một lượng vừa đủ ra tay và dàn đều lên toàn bộ khuôn mặt và vùng da cần được bảo vệ. Để đạt hiệu quả cao nhất, nên thoa lại sau khi tiếp xúc nhiều với nước hoặc lau bằng khăn lau.• Lượng sử dụng: 2mg/1cm2 da• Thích hợp sử dụng hàng ngày và trong các hoạt động ngoài trời.• Có thể dùng làm lớp lót trang điểm bảo vệ da.• Thích hợp sử dụng cho mặt & toàn thân.• Dễ dàng làm sạch với sữa rửa mặt.Hướng dẫn bảo quản- Tránh ánh sáng trực tiếp, nơi có nhiệt độ cao hoặc ẩm ướt- Để xa tầm tay trẻ emNgày sản xuất: Xem NSX trên bao bì sản phẩm (Ngày/Tháng/Năm)Hạn sử dụng: 3 năm kể từ NSXXuất xứ thương hiệu: Nhật BảnNơi sản xuất: Nhật BảnThông tin dị ứng• Tránh tiếp xúc với mắt. Nếu có, rửa ngay bằng nước lạnh hoặc nước ấm • Không sử dụng cho vùng da bị tổn thương như trầy xước, sưng tấy và chàm • Ngưng sử dụng khi có biểu hiện kích ứng và tham khảo ý kiến bác sĩ da liễu.THÔNG TIN THƯƠNG HIỆUANESSA trực thuộc Tập đoàn Shiseido - tập đoàn mỹ phẩm lớn nhất Nhật Bản với lịch sử phát triển hàng thế kỉ. Shiseido bắt đầu nghiên cứu về UV từ 1915 và ra mắt thương hiệu chống nắng ANESSA vào 1992. ANESSA thừa hưởng hơn 100 năm nghiên cứu và phát triển sản phẩm chống UV. Tới năm 2023, ANESSA là thương hiệu chống nắng số 1 Nhật Bản suốt 22 năm liên tiếp. THÀNH PHẦNWATER (AQUA)･DIMETHICONE･DIISOPROPYL SEBACATE･BUTYLENE GLYCOL･CAPRYLYL METHICONE･CETYL ETHYLHEXANOATE･TITANIUM DIOXIDE･PENTAERYTHRITYL TETRAETHYLHEXANOATE･TRIETHYLHEXANOIN･DIETHYLHEXYL SUCCINATE･ZINC OXIDE･DIPROPYLENE GLYCOL･SILICA･GLYCERIN･PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE･DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE･BIS-BUTYLDIMETHICONE POLYGLYCERYL-3･DEXTRIN PALMITATE･TRIMETHYLSILOXYSILICATE･BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE･PEG/PPG-14/7 DIMETHYL ETHER･SODIUM CHLORIDE･THIOTAURINE･PAEONIA ALBIFLORA ROOT EXTRACT･DIPOTASSIUM GLYCYRRHIZATE･ANGELICA KEISKEI LEAF/STEM EXTRACT･SODIUM ACETYLATED HYALURONATE･PEG-10 DIMETHICONE･ALUMINUM HYDROXIDE･DISTEARDIMONIUM HECTORITE･ETHYLHEXYL TRIAZONE･PEG-12 DIMETHICONE･STEARIC ACID･HYDROGEN DIMETHICONE･BEHENETH-20･SODIUM CITRATE･CITRIC ACID･SODIUM METAPHOSPHATE･SODIUM METABISULFITE･PRUNUS YEDOENSIS LEAF EXTRACT･BARIUM SULFATE･CARBOMER･TRIFLUOROPROPYLDIMETHYL/TRIMETHYLSILOXYSILICATE･TOCOPHEROL･PHENOXYETHANOL･BENZOIC ACID･ <M107410-711>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Sữa chống nắng dịu nhẹ cho da nhạy cảm và trẻ em Anessa SPF 50+ PA++++ 60ml giúp dưỡng da và bảo vệ da tối đa với thành phần tiêu chuẩn 5 không, dịu nhẹ và an toàn với làn da nhạy cảm nhất. Công ngh...",, ,,,,,,,,https://tiki.vn/kem-chong-nang-dang-sua-diu-nhe-cho-da-nhay-cam-va-tre-em-anessa-perfect-uv-sunscreen-mild-milk-for-sensitive-skin-spf-50-pa-60ml-p77305646.html?spid=272278931,"[""https://salt.tikicdn.com/cache/w1200/ts/product/71/34/35/60806234f63c776d2012a7c060efdf46.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/57/55/7b/f4a0cd9f07dfce6cb7e6d214ad7095f2.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/65/31/4f/6c9bfb1b536fdd53e1900592f2c322c4.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/97/0c/71/1f1c1fa1a37c1c7bac2295536bf2808e.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/1d/ac/88/8a7f42e68150c5667b0afa93f958fc07.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/ba/b1/e8/320c1b608d08bd8d8106c46b2428128f.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/61/f2/96/2fc0865d5ec6a478c4f5d0d8841da7d3.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/5c/56/59/6d0ea6d296fdfd2592b8ab7fa8a5e911.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/0d/3c/7a/97ac441ff74b8d08b29bfeadc6c445cd.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/33/bb/f6/ce9d489526bad8fa0274fe38a07986e5.png""]",,,,,58,,4.5,,,,,,,,,,80,[0H-2H 5.5 | QUÀ 750K] Kem chống nắng dạng sữa dưỡng da dịu nhẹ cho da nhạy cảm và trẻ em ANESSA Perfect UV Sunscreen Mild Milk SPF 50+ PA++++ 60ml,Anessa,https://www.lazada.vn/products/-i159811648-s172772409.html,VN,AN537HBAAL9M99VNAMZ-44881434,Marketplace,Non-Crossborder,Galaxy,,VND,,Beauty,Skin Care,Sunscreen and Aftersun,https://vn-live.slatic.net/p/c5827f32be64d61f854faa622290fd62.png,LazMall,,,,,Anessa Perfect UV Sunscreen Mild Milk 60ml,,,,,,
15,Tiki VN,Vietnam,1511968393_VNAMZ-12296041450,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,,,https://www.lazada.vn/products/-i1511968393-s12296041450.html,,1902.0,,,Bàn Chải Điện P/S S100 PRO Trắng Răng Công Nghệ Sóng Âm Đen Nhám Chải Sạch Mảng Bám Tới 10X 1 Bộ,Làm Đẹp - Sức Khỏe > Chăm sóc răng miệng > Bàn chải đánh răng > Bàn chải điện > Thân bàn chải điện > Bàn chải điện sóng âm,P/S,1276370,830000,VND,,446370.0,in stock,4.7,1902.0,Tiki Trading,"Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọtMicrobubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng thông minh, giúp chải răng đúng và đủ 2 phút theo khuyến nghị của nha sĩ3 chế độ chải răng linh hoạt: Sạch Sâu, Chăm Sóc Nướu, Trắng răng30 ngày sử dụng chỉ với 1 lần sạcCổng sạc USB tiện lợi, dễ dàng cắm sạc ở bất cứ đâuBàn chải PS 100% chống nước - đạt tiêu chuẩn IPX7Hướng dẫn sử dụngGắn đầu chải khớp với phần thân chảiĐặt đầu chải nghiêng gốc 45 độ so với viền nướu và chọn chế độ chảiChải trong 2 phút. Sau mỗi 30 giây, bàn chải sẽ tạm ngừng rung để bạn di chuyển sang vị trí khác trong khoang miệngGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....","Đặc điểm vượt trộiCông nghệ sóng âm tiên tiến tạo nên các hạt siêu bọtMicrobubble, sạch hiệu quả mà vẫn dịu nhẹ cho nướuGấp 100 lần nhịp chải so với việc chải răng thông thườngCơ chế chải răng th...",, ,,,,,,,,https://tiki.vn/ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346.html?spid=121485348,"[""https://salt.tikicdn.com/cache/w1200/ts/product/7e/c4/a5/926cae315bcb9df71516fbfe8be5b2b5.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/b3/08/ce/35997262ddff8e65c2bb799d3ebefc0a.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/8d/fd/ce/e6adaf6f323014051d9bb50826ea8142.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/df/c4/1e/8ce9be86c9a84de44f06d85b7ba5d2e4.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/6d/a8/c2/1b1126b84639ed02f412c518ff180631.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/ef/94/47/c6155141607572b46f8af874a7d0ab79.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/6f/63/10/b3f270288a1c599632c3092523589be9.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/14/84/f3/f0eb1b3363cc72166baabef80ddb126d.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/89/a1/3f/0ea0734c4bf24dffacb6469185e45d9c.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/74/b9/bf/2fd7fb10b8282a0300f0d7512f533277.jpg""]",,,,,8611,,4.7,,,,,,,,,,85,Bàn Chải Điện P/S S100 PRO - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 10X,P/S,https://www.lazada.vn/products/-i1511968393-s12296041450.html,VN,1511968393_VNAMZ-12296041450,Marketplace,Non-Crossborder,Gold,No Warranty,VND,Giúp làm sạch mảng bám tới 10 lần so với bàn chải thông thường.Sạch hiệu quả mà vẫn dịu nhẹ cho nướu.Cơ chế chải răng thông minh,Small Appliances,Personal Care Appliances,Electric Toothbrushes,https://filebroker-cdn.lazada.vn/kf/Se167eadd047f4af49dd2b46c4152aa2eX.jpg,LazMall,,,,,,,,,,,
16,Tiki VN,Vietnam,2457464623_VNAMZ-12074543885,Bộ bàn Chải Điện P/S Sonic Expert Chuyên Gia Sóng Âm - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 8X,,,https://www.lazada.vn/products/-i2457464623-s12074543885.html,,17.0,,,"Bộ bàn Chải Điện P/S Sonic Expert Chuyên Gia Sóng Âm - Công Nghệ Sóng Âm, Chải Sạch Mảng Bám Tới 8X - Đen Glowy",Làm Đẹp - Sức Khỏe > Chăm sóc răng miệng > Bàn chải đánh răng > Bàn chải điện > Thân bàn chải điện > Bàn chải điện sóng âm,P/S,650000,556000,VND,,94000.0,in stock,3.9,17.0,Tiki Trading,"BÀN CHẢI ĐIỆN P/S SONIC EXPERT CHUYÊN GIA SÓNG ÂMBàn chải điện P/S Sonic Expert Chuyên Gia Sóng Âm sử dụng công nghệ sóng âm hiện đại giúp làm sạch mảng bám tới 8 lần so với bàn chải thông thường.- Bộ sản phẩm bao gồm: 01 thân bàn chải điện, 02 đầu chải*, 01 dây sạc USB, 01 nắp đậy đầu bàn chải.*02 đầu chải nhận kèm là đầu chải Sạch SâuGiá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",BÀN CHẢI ĐIỆN P/S SONIC EXPERT CHUYÊN GIA SÓNG ÂMBàn chải điện P/S Sonic Expert Chuyên Gia Sóng Âm sử dụng công nghệ sóng âm hiện đại giúp làm sạch mảng bám tới 8 lần so với bàn chải thông thường.- ...,, ,,,,,,,,https://tiki.vn/bo-ban-chai-dien-p-s-sonic-expert-chuyen-gia-song-am-cong-nghe-song-am-chai-sach-mang-bam-toi-8x-den-thoi-thuong-p273289142.html?spid=273289144,"[""https://salt.tikicdn.com/cache/w1200/ts/product/99/3d/cc/a46413a831300ac5a590d95821d2fce4.png"",""https://salt.tikicdn.com/cache/w1200/ts/product/1e/85/64/03106b63c1ffb864928c7b0bc1cc414a.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/05/42/32/0e3b2bc1477326417a73170f09d7d508.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/48/bb/35/37200bdd39e29bcf4c9c05848a6e5d2e.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/21/80/df/86f780674bd87e377c6a95c229be5640.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/22/00/16/198ea54426fd4c1d161e5ef3a15ccfcd.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/9e/16/a1/7adf8d0b01a8c86172954fa20b88d2a9.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/ce/47/31/37b13c8d0cbdca6a694b649e83896d55.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/ee/63/54/996f6c556721e31b5bb2706f52105e80.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/a2/96/e8/a0b5dd6040c56fb99b8970ec1b67dd8d.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/da/63/02/5e6b8a5e6582ee095a9dc862aa3ceb65.jpg"",""https://salt.tikicdn.com/cache/w1200/ts/product/63/57/bd/1cc45c63b190ade361c4b3474f9fd949.jpg""]",,,,,122,,3.9,,,,,,,,,,94,Bộ bàn Chải Điện P/S Sonic Expert Chuyên Gia Sóng Âm - Công Nghệ Sóng Âm Chải Sạch Mảng Bám Tới 8X,P/S,https://www.lazada.vn/products/-i2457464623-s12074543885.html,VN,2457464623_VNAMZ-12074543885,Marketplace,Non-Crossborder,Đen Glowy,No Warranty,VND,Bàn chải điện P/S Sonic Expert Chuyên Gia Sóng Âm sử dụng công nghệ sóng âm hiện đại giúp làm sạch mảng bám tới 8 lần so với bàn,Small Appliances,Personal Care Appliances,Electric Toothbrushes,https://vn-live.slatic.net/p/6c430de9dd36aa1976d4d27664eaa5f6.jpg,LazMall,,,,,,,,,,,
