,competitor_name,country,product_views,product_name_competitor,category_path,brand,list_price_competitor,promo_price_competitor,currency,discount_savings,stock_information,rating,reviews,seller_name,product_description,store_location,match,products_sold,transaction,avg_quality_rating_and_review,avg_accuracy_rating_and_review,total_transaction,list_price_lazada,promo_price_lazada,score,input,error,url_origin
609,Apple SG,Singapore,,Silicone Case for 9.7-inch iPad Pro - Ocean Blue,Home>Accessories,Apple,99,,SGD,,out of stock,,,Apple,"iPad Pro Silicone Case protects the back of your iPad Pro and is designed to pair seamlessly with the Smart Cover. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'product_name_en': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
610,Apple SG,Singapore,,AirPods Pro (2nd generation) with MagSafe Charging Case (USB‑C),Home>Accessories,Apple,365.7,,SGD,,in stock,,,Apple,All-new AirPods Pro (2nd generation) with 2x more Active Noise Cancellation and Personalized Spatial Audio. Free shipping and engraving at apple.com,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh', 'product_name_en': 'Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
611,Apple SG,Singapore,,AirPods Pro (2nd generation) with MagSafe Charging Case (USB‑C),Home>Accessories,Apple,365.7,,SGD,,in stock,,,Apple,All-new AirPods Pro (2nd generation) with 2x more Active Noise Cancellation and Personalized Spatial Audio. Free shipping and engraving at apple.com,Singapore,Yes,,Online,,,,,,,"{'product_name': 'YOSE - Mặt nạ tế bào nano 3 màu - cấp ẩm, tái tạo và làm sáng da ( organic ) ( hộp 6 miếng )', 'product_name_en': 'YOSE - Mặt nạ tế bào nano 3 màu - cấp ẩm, tái tạo và làm sáng da ( organic ) ( hộp 6 miếng )', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
612,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Light Blue,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the light blue Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
613,Apple SG,Singapore,,Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,Home>Accessories,Apple,1489,,SGD,,in stock,,,Apple,The new 15‑inch MacBook Air makes room for more of what you love with a spacious Liquid Retina display. Supercharged by the M2 chip and with up to 18 hours of battery life.³,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Masstel Izi 15 4G', 'product_name_en': 'Masstel Izi 15 4G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
614,Apple SG,Singapore,,iPhone 15 Pro Silicone Case with MagSafe - Soft Mint,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro great protection and a faster wireless charge with the green Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Apple iPhone 15 Pro Max 256GB Chính hãng VN/A [Viettel Store]', 'product_name_en': 'Apple iPhone 15 Pro Max 256GB Chính hãng VN/A [Viettel Store]', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
615,Apple SG,Singapore,,Buy Refurbished 11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Grey (2nd Generation),Home>Accessories,Apple,1269,,SGD,,in stock,,,Apple,"The edge-to-edge Liquid Retina display is not only gorgeous and immersive, but also features incredibly advanced technologies. Like ProMotion, True Tone and industry‑leading colour accuracy, which make everything feel responsive and look stunning. Quite simply, this combination of features make it the world’s most advanced mobile display.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 4GB+64GB 5G', 'product_name_en': 'Điện thoại Samsung Galaxy M14 4GB+64GB 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
616,Apple SG,Singapore,,Smart Keyboard for 12.9‑inch iPad Pro - Traditional Chinese - Cangjie & Zhuyin,Home>Accessories,Apple,249,,SGD,,out of stock,,,Apple,"Smart Keyboard is a full-size keyboard, and folds together to create a slim lightweight cover for iPad Pro 12.9 inch. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'product_name_en': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
617,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
618,Apple SG,Singapore,,Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Silver,Home>Accessories,Apple,1489,,SGD,,in stock,,,Apple,The new 15‑inch MacBook Air makes room for more of what you love with a spacious Liquid Retina display. Supercharged by the M2 chip and with up to 18 hours of battery life.³,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh', 'product_name_en': 'Điện thoại thông minh POCO C65 | 6.74"" HD+ 90Hz | Helio G85 | 5000mAh', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
619,Apple SG,Singapore,,Tech21 FlexPro for iPhone 15 Pro Max (MagSafe Compatible),Home>Accessories,Apple,79.7,,SGD,,in stock,,,Apple,"The Tech21 FlexPro is our most advanced case, and takes sustainable impact protection to the max, boasting an impressive 6m (20ft) FlexShock™ multi-drop protection. Buy now on apple.com.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro Max - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro Max - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
620,Apple SG,Singapore,,iPhone FineWoven Wallet with MagSafe - Taupe,Home>Accessories,Apple,89.8,,SGD,,in stock,,,Apple,Keep your ID and credit cards close with a taupe FineWoven Wallet with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Serum SVR Sebiaclear Giảm Mụn Làm Mờ Thâm Sạm Và Mềm Mịn Da 30ml', 'product_name_en': 'Serum SVR Sebiaclear Giảm Mụn Làm Mờ Thâm Sạm Và Mềm Mịn Da 30ml', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
621,Apple SG,Singapore,,Smart Keyboard Folio for iPad Pro 11-inch (4th generation) and iPad Air (5th generation) — British English,Home>Accessories,Apple,284.2,,SGD,,in stock,,,Apple,"The Smart Keyboard Folio for iPad Pro delivers a comfortable, quiet typing experience and provides front and back protection.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'product_name_en': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
622,Apple SG,Singapore,,OtterBox Lumen Series Case with MagSafe for iPhone 15 Pro Max - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,The OtterBox Lumen Series Case with MagSafe adds color and keeps your iPhone 14 Pro Max safe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
623,Apple SG,Singapore,,iPhone 15 Pro Max Silicone Case with MagSafe - Soft Mint,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro Max great protection and a faster wireless charge with the green Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO X6 Pro 5G', 'product_name_en': 'Điện thoại thông minh POCO X6 Pro 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
624,Apple SG,Singapore,,Smart Keyboard Folio for iPad Pro 11-inch (4th generation) and iPad Air (5th generation)– US English,Home>Accessories,Apple,284.2,,SGD,,in stock,,,Apple,"The Smart Keyboard Folio for iPad Pro delivers a comfortable, quiet typing experience and provides front and back protection.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 4GB+64GB 5G', 'product_name_en': 'Điện thoại Samsung Galaxy M14 4GB+64GB 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
625,Apple SG,Singapore,,OtterBox Lumen Series Passport Case for iPhone 15 Pro - London,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,The fastest way to jet from Paris to New York to Tokyo is with the Lumen Series Passport iPhone case. Buy online now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Kem Sẹo Phẫu Thuật Lancopharm Cesarin Ointment (Made In Germany) Giúp Làm Mờ Sẹo Sau Phẫu Thuật - Tuýp 30g', 'product_name_en': 'Kem Sẹo Phẫu Thuật Lancopharm Cesarin Ointment (Made In Germany) Giúp Làm Mờ Sẹo Sau Phẫu Thuật - Tuýp 30g', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
626,Apple SG,Singapore,,Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Space Grey,Home>Accessories,Apple,1739,,SGD,,in stock,,,Apple,The new 15‑inch MacBook Air makes room for more of what you love with a spacious Liquid Retina display. Supercharged by the M2 chip and with up to 18 hours of battery life.³,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Masstel Izi 15 4G', 'product_name_en': 'Masstel Izi 15 4G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
627,Apple SG,Singapore,,Buy Refurbished 11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Grey (2nd Generation),Home>Accessories,Apple,1269,,SGD,,in stock,,,Apple,"The edge-to-edge Liquid Retina display is not only gorgeous and immersive, but also features incredibly advanced technologies. Like ProMotion, True Tone and industry‑leading colour accuracy, which make everything feel responsive and look stunning. Quite simply, this combination of features make it the world’s most advanced mobile display.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'product_name_en': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
628,Apple SG,Singapore,,Silicone Case for 9.7-inch iPad Pro - White,Home>Accessories,Apple,99,,SGD,,out of stock,,,Apple,"iPad Pro Silicone Case protects the back of your iPad Pro and is designed to pair seamlessly with the Smart Cover. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'product_name_en': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
629,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Soft Mint,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the green Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
630,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Masstel Izi 15 4G', 'product_name_en': 'Masstel Izi 15 4G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
631,Apple SG,Singapore,,Smart Folio for iPad Pro 12.9-inch (6th generation) - Deep Navy,Home>Accessories,Apple,151.7,,SGD,,out of stock,,,Apple,"The Smart Folio protects your 11-inch or 12.9-inch iPad Pro. Available in five colours, including Electric Orange and Mallard Green. Buy now at apple.com.",Singapore,Yes,,Online,,,,,,,"{'product_name': ""Điện thoại Tecno CAMON 20 8GB/256GB - Camera 64MP + 32MP | 5000 mAh | Sạc nhanh 33W | 6.7'' FHD AMOLED - BH 13 Tháng"", 'product_name_en': ""Điện thoại Tecno CAMON 20 8GB/256GB - Camera 64MP + 32MP | 5000 mAh | Sạc nhanh 33W | 6.7'' FHD AMOLED - BH 13 Tháng"", 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
632,Apple SG,Singapore,,iPhone 15 Pro Max Silicone Case with MagSafe - Light Blue,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro Max great protection and a faster wireless charge with the light blue Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
633,Apple SG,Singapore,,iPhone FineWoven Wallet with MagSafe - Pacific Blue,Home>Accessories,Apple,89.8,,SGD,,in stock,,,Apple,Keep your ID and credit cards close with a blue FineWoven Wallet with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO X6 Pro 5G', 'product_name_en': 'Điện thoại thông minh POCO X6 Pro 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
634,Apple SG,Singapore,,Smart Cover for 9.7-inch iPad Pro - Sea Blue,Home>Accessories,Apple,75.7,,SGD,,out of stock,,,Apple,"iPad Pro Smart Cover lets you automatically wake your iPad Pro from sleep, and is a stand for viewing and typing. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Xiaomi Redmi A2| IPS LCD 6.52"" HD+| MediaTek Helio G36| 5000 mAh', 'product_name_en': 'Điện thoại Xiaomi Redmi A2| IPS LCD 6.52"" HD+| MediaTek Helio G36| 5000 mAh', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
635,Apple SG,Singapore,,Buy Refurbished 11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Grey (2nd Generation),Home>Accessories,Apple,1269,,SGD,,in stock,,,Apple,"The edge-to-edge Liquid Retina display is not only gorgeous and immersive, but also features incredibly advanced technologies. Like ProMotion, True Tone and industry‑leading colour accuracy, which make everything feel responsive and look stunning. Quite simply, this combination of features make it the world’s most advanced mobile display.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'product_name_en': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
636,Apple SG,Singapore,,Apple 2TB SSD Upgrade Kit for Mac Pro,Home>Accessories,Apple,1500,,SGD,,out of stock,,,Apple,The SSD kit for Mac Pro enables you to upgrade the internal SSD storage capacity of yourMac Pro. Installation required. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Tinh chất Midnight Blue Youth Activating Drop Klairs 20Ml', 'product_name_en': 'Tinh chất Midnight Blue Youth Activating Drop Klairs 20Ml', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
637,Apple SG,Singapore,,iPhone FineWoven Wallet with MagSafe - Mulberry,Home>Accessories,Apple,89.8,,SGD,,in stock,,,Apple,Keep your ID and credit cards close with a dark red FineWoven Wallet with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO X6 Pro 5G', 'product_name_en': 'Điện thoại thông minh POCO X6 Pro 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
638,Apple SG,Singapore,,OtterBox Figura Series Case with MagSafe for iPhone 15 Pro Max - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,The ultra-slim OtterBox Figura Series Case with MagSafe adds a touch of artistry and keeps your iPhone 15 Pro Max safe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
639,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Soft Mint,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the green Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Kem dưỡng nâng cơ ngừa lão hóa Skincode Cellular Day Cream SPF 15 50ml - MS 5015', 'product_name_en': 'Kem dưỡng nâng cơ ngừa lão hóa Skincode Cellular Day Cream SPF 15 50ml - MS 5015', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
640,Apple SG,Singapore,,Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,Home>Accessories,Apple,2429,,SGD,,in stock,,,Apple,The new 15‑inch MacBook Air makes room for more of what you love with a spacious Liquid Retina display. Supercharged by the M2 chip and with up to 18 hours of battery life.³,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Masstel Izi 15 4G', 'product_name_en': 'Masstel Izi 15 4G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
641,Apple SG,Singapore,,Smart Cover for 9.7-inch iPad Pro - Charcoal Grey,Home>Accessories,Apple,75.7,,SGD,,out of stock,,,Apple,"iPad Pro Smart Cover lets you automatically wake your iPad Pro from sleep, and is a stand for viewing and typing. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'product_name_en': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
642,Apple SG,Singapore,,Refurbished 15-inch MacBook Air Apple M2 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,Home>Accessories,Apple,1739,,SGD,,in stock,,,Apple,The new 15‑inch MacBook Air makes room for more of what you love with a spacious Liquid Retina display. Supercharged by the M2 chip and with up to 18 hours of battery life.³,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'product_name_en': 'Điện thoại Samsung Galaxy M14 5G 4GB|128GB ; 4GB|64GB ; 6GB|128GB', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
643,Apple SG,Singapore,,Smart Keyboard Folio for iPad Pro 11-inch (4th generation) and iPad Air (5th generation) - Chinese (Zhuyin),Home>Accessories,Apple,284.2,,SGD,,in stock,,,Apple,"The Smart Keyboard Folio for iPad Pro delivers a comfortable, quiet typing experience and provides front and back protection.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại OPPO Reno11F 5G (8GB/256GB) - Hàng chính hãng', 'product_name_en': 'Điện thoại OPPO Reno11F 5G (8GB/256GB) - Hàng chính hãng', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
644,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Apple iPhone 15 Pro Max 256GB Chính hãng VN/A [Viettel Store]', 'product_name_en': 'Apple iPhone 15 Pro Max 256GB Chính hãng VN/A [Viettel Store]', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
645,Apple SG,Singapore,,iPhone 15 Pro Silicone Case with MagSafe - Sunshine,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro great protection and a faster wireless charge with the yellow Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh Xiaomi 14 (12+256GB)', 'product_name_en': 'Điện thoại thông minh Xiaomi 14 (12+256GB)', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
646,Apple SG,Singapore,,iPhone 15 Silicone Case with MagSafe - Soft Mint,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 great protection and a faster wireless charge with the green Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại thông minh POCO X6 Pro 5G', 'product_name_en': 'Điện thoại thông minh POCO X6 Pro 5G', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
647,Apple SG,Singapore,,iPhone 15 Pro Max Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro Max great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'Kem dưỡng nâng cơ ngừa lão hóa Skincode Cellular Day Cream SPF 15 50ml - MS 5015', 'product_name_en': 'Kem dưỡng nâng cơ ngừa lão hóa Skincode Cellular Day Cream SPF 15 50ml - MS 5015', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
648,Apple SG,Singapore,,iPhone 15 Pro Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
649,Apple SG,Singapore,,iPhone 15 Plus Silicone Case with MagSafe - Pink,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Plus great protection and a faster wireless charge with the pink Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
650,Apple SG,Singapore,,Silicone Case for 9.7-inch iPad Pro - Stone,Home>Accessories,Apple,99,,SGD,,out of stock,,,Apple,"iPad Pro Silicone Case protects the back of your iPad Pro and is designed to pair seamlessly with the Smart Cover. Buy now with fast, free shipping.",Singapore,Yes,,Online,,,,,,,"{'product_name': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'product_name_en': 'Điện thoại HONOR X9b 5G (12+8)GB+256GB | Pin 5800mAh, Camera 108MP, 120Hz | Hàng Chính Hãng', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
651,Apple SG,Singapore,,iPhone 15 Pro Max Silicone Case with MagSafe - Sunshine,Home>Accessories,Apple,75.65,,SGD,,in stock,,,Apple,Give your iPhone 15 Pro Max great protection and a faster wireless charge with the yellow Silicone Case with MagSafe. Buy now at apple.com.,Singapore,Yes,,Online,,,,,,,"{'product_name': 'iPhone 15 Pro Max - Hàng Chính Hãng VN/A', 'product_name_en': 'iPhone 15 Pro Max - Hàng Chính Hãng VN/A', 'brand': '', 'sku': ''}",,https://www.lazada.vn/products/iphone-15-pro-max-hang-chinh-hang-vna-i2417233670.html
